,category,contract_address,from,time,to,token,value,blockchain,ticker,decimal,calc_value
195,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,8.40006860704e+23,ethereum,nUSD,18.0,840006.8607039999
196,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,2.8e+19,ethereum,HIGH,18.0,27.999999999999996
197,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-05-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,1.5782016713003218e+23,ethereum,nUSD,18.0,157820.16713003218
198,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,3.860000000000066e+19,ethereum,HIGH,18.0,38.60000000000066
199,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,2.20261503255996e+23,ethereum,nUSD,18.0,220261.50325599598
202,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,6.427322205557581e+18,ethereum,gOHM,18.0,6.42732220555758
204,from,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-03 00:00:00.000 UTC,0x16e77154a3fb91f73f02718ca16f0268b757e2c7,Governance OHM,1.13e+19,ethereum,gOHM,18.0,11.299999999999999
208,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,7.232406613237794e+18,ethereum,gOHM,18.0,7.232406613237793
209,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,2.367694853384492e+18,ethereum,gOHM,18.0,2.3676948533844917
210,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,2.1568835200199324e+18,ethereum,gOHM,18.0,2.156883520019932
211,in,0x514910771af9ca656af840dff83e8264ecf986ca,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,ChainLink Token,1.6e+18,ethereum,LINK,18.0,1.5999999999999999
212,from,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-10-07 00:00:00.000 UTC,0x16e77154a3fb91f73f02718ca16f0268b757e2c7,Governance OHM,1.14e+19,ethereum,gOHM,18.0,11.399999999999999
213,in,0x02b5453d92b730f29a86a0d5ef6e930c4cf8860b,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,USD Balance,4e+19,ethereum,USDB,18.0,39.99999999999999
214,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2021-12-21 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,1.6825200893726726e+22,ethereum,TRIBE,18.0,16825.200893726724
215,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,4.039479242105263e+23,ethereum,TRIBE,18.0,403947.9242105263
216,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2022-02-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,3.470266197479652e+23,ethereum,TRIBE,18.0,347026.6197479652
217,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2021-12-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,1.0801882399993589e+23,ethereum,TRIBE,18.0,108018.82399993588
218,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2021-12-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,9.70822429906542e+18,ethereum,TRIBE,18.0,9.708224299065419
219,in,0x02b5453d92b730f29a86a0d5ef6e930c4cf8860b,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,USD Balance,1.2e+20,ethereum,USDB,18.0,119.99999999999999
220,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2021-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,1.0774839052264809e+23,ethereum,TRIBE,18.0,107748.39052264807
221,in,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,0x9e1076cc0d19f9b0b8019f384b0a29e48ee46f7f,2022-03-21 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Tribe,1.1038835313714602e+23,ethereum,TRIBE,18.0,110388.35313714601
222,in,0x02b5453d92b730f29a86a0d5ef6e930c4cf8860b,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,USD Balance,7e+20,ethereum,USDB,18.0,699.9999999999999
223,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,4.5587027498335396e+18,ethereum,gOHM,18.0,4.558702749833539
224,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,2.794650332233323e+18,ethereum,gOHM,18.0,2.7946503322333225
225,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,1.9299161030705756e+18,ethereum,gOHM,18.0,1.9299161030705754
227,from,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-11-03 00:00:00.000 UTC,0x233adb3a8fb5c50174f861d5b6d6d201b3f91961,Governance OHM,1.13e+19,ethereum,gOHM,18.0,11.299999999999999
228,in,0x514910771af9ca656af840dff83e8264ecf986ca,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,ChainLink Token,1.6e+18,ethereum,LINK,18.0,1.5999999999999999
229,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,9.01989298818442e+18,ethereum,gOHM,18.0,9.01989298818442
230,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,9.481282111177946e+17,ethereum,gOHM,18.0,0.9481282111177944
231,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,2.4688520325990303e+18,ethereum,gOHM,18.0,2.46885203259903
232,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,9.75553609718061e+18,ethereum,gOHM,18.0,9.75553609718061
233,in,0xa8d7f5e7c78ed0fa097cc5ec66c1dc3104c9bbeb,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Vesta,6e+19,ethereum,VSTA,18.0,59.99999999999999
234,in,0xa8d7f5e7c78ed0fa097cc5ec66c1dc3104c9bbeb,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Vesta,3e+19,ethereum,VSTA,18.0,29.999999999999996
235,in,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Governance OHM,2.378473162246903e+18,ethereum,gOHM,18.0,2.3784731622469026
239,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-08-23 00:00:00.000 UTC,0xa3baa33933f936e9c686366d23bde2b239d2658b,Dai Stablecoin,2.4e+22,ethereum,DAI,18.0,23999.999999999996
240,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0x5777d92f208679db4b9778590fa3cab3ac9e2168,Dai Stablecoin,5.8390308013759495e+23,ethereum,DAI,18.0,583903.0801375948
241,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-03-10 00:00:00.000 UTC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,Frax,1.7304217267510494e+22,ethereum,FRAX,18.0,17304.217267510492
242,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-17 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,Frax,1e+22,ethereum,FRAX,18.0,9999.999999999998
243,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,3e+20,ethereum,FRAX,18.0,299.99999999999994
244,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.1947649442202365e+23,ethereum,nUSD,18.0,319476.4944220236
245,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-10 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.6283267959042845e+23,ethereum,nUSD,18.0,362832.6795904284
246,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-09-28 00:00:00.000 UTC,0x2988ffede2af2b164dffe9821ed79a0d551c8545,Dai Stablecoin,1.875e+22,ethereum,DAI,18.0,18750.0
247,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-13 00:00:00.000 UTC,0x52efc07c5f9dec03de3f45f5a9344ae6643bfdbf,Dai Stablecoin,2e+22,ethereum,DAI,18.0,19999.999999999996
248,from,0x6b175474e89094c44da98b954eedeac495271d0f,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-12-13 00:00:00.000 UTC,0x9f97c1bb5a96ff816e87d58fb54030750da6b700,Dai Stablecoin,1.5e+22,ethereum,DAI,18.0,14999.999999999998
249,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,3.2e+19,ethereum,HIGH,18.0,31.999999999999996
251,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-08-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,1e+18,ethereum,nUSD,18.0,0.9999999999999999
252,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,1.6e+19,ethereum,HIGH,18.0,15.999999999999998
253,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,8e+18,ethereum,HIGH,18.0,7.999999999999999
254,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.924868181885909e+22,ethereum,nUSD,18.0,39248.681818859084
255,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-12-01 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,1.9363940331602937e+23,ethereum,nUSD,18.0,193639.40331602935
256,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-04-06 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,4.433054698984441e+23,ethereum,nUSD,18.0,443305.4698984441
257,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,3.2e+19,ethereum,HIGH,18.0,31.999999999999996
258,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,2.8492699665828884e+19,ethereum,HIGH,18.0,28.49269966582888
259,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-08 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,5.04e+21,ethereum,nUSD,18.0,5039.999999999999
260,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-01-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,4.545565455885984e+23,ethereum,nUSD,18.0,454556.54558859835
261,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,6.224882546114176e+23,ethereum,nUSD,18.0,622488.2546114175
262,in,0x4a41775da459b38e641141e4c696df10ec1f4983,0xa166e5595557abbd279180ff90ad77383b68d325,2022-03-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,ChainPort,6.738110503401383e+23,ethereum,PORTX,18.0,673811.0503401381
263,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,6.1580880647544504e+19,ethereum,HIGH,18.0,61.5808806475445
264,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-09 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,2e+19,ethereum,HIGH,18.0,19.999999999999996
265,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,1.4524736910638514e+23,ethereum,nUSD,18.0,145247.36910638513
266,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-12-13 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.0577190032014733e+22,ethereum,nUSD,18.0,30577.19003201473
267,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,2.2671355128440096e+23,ethereum,nUSD,18.0,226713.55128440092
269,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-11-01 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.31831324e+23,ethereum,nUSD,18.0,331831.3239999999
270,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.106498363298019e+23,ethereum,nUSD,18.0,310649.8363298019
271,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,5.134166923223846e+23,ethereum,nUSD,18.0,513416.6923223845
272,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.1803081962928566e+23,ethereum,nUSD,18.0,318030.8196292856
273,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-24 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,5.507722921118735e+21,ethereum,nUSD,18.0,5507.722921118734
274,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.573752077583245e+23,ethereum,nUSD,18.0,357375.20775832445
275,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-01-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,1.330906e+21,ethereum,HIGH,18.0,1330.9059999999997
276,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-10-22 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,6.571242642482302e+22,ethereum,nUSD,18.0,65712.42642482302
277,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,4.460284850382993e+23,ethereum,nUSD,18.0,446028.48503829923
278,in,0x71ab77b7dbb4fa7e017bc15090b2163221420282,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Highstreet token,5.2e+19,ethereum,HIGH,18.0,51.99999999999999
279,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-11-22 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,1.0885132649526726e+23,ethereum,nUSD,18.0,108851.32649526725
280,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2021-12-28 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,5.384320688825428e+23,ethereum,nUSD,18.0,538432.0688825428
281,in,0x1b84765de8b7566e4ceaf4d0fd3c5af52d3dde4f,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,nUSD,3.886948015186099e+23,ethereum,nUSD,18.0,388694.80151860986
282,in,0x9ae357521153fb07be6f5792ce7a49752638fbb7,0xd7df5bf3b8d2bd159664df54a30101d7faf6ca26,2022-08-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Safe Token,1.769276e+24,ethereum,SAFE,18.0,1769275.9999999998
283,in,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped BTC,449700.0,ethereum,WBTC,8.0,0.004497
284,in,0x853d955acef822db058eb8505911ed77f175b99e,0x0d745ad687f2b1e1941569f09f612f60ad4ad5bc,2023-01-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,6.602660748686553e+22,ethereum,FRAX,18.0,66026.60748686553
285,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-11 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,4.6029340588028136e+21,ethereum,FRAX,18.0,4602.934058802813
286,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-18 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,1.0736835647366553e+22,ethereum,FRAX,18.0,10736.835647366552
287,in,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped BTC,7193233.0,ethereum,WBTC,8.0,0.07193233
288,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-03-20 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,1.7e+21,ethereum,FRAX,18.0,1699.9999999999998
289,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-02-07 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,2e+20,ethereum,FRAX,18.0,199.99999999999997
290,in,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped BTC,1402943.0,ethereum,WBTC,8.0,0.01402943
291,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-02-02 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,1.4399481620143943e+22,ethereum,FRAX,18.0,14399.48162014394
292,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-09-19 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,6.53912882866171e+21,ethereum,FRAX,18.0,6539.12882866171
293,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2023-06-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,3e+20,ethereum,FRAX,18.0,299.99999999999994
294,in,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-07-04 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Wrapped BTC,1100530.0,ethereum,WBTC,8.0,0.0110053
295,in,0x853d955acef822db058eb8505911ed77f175b99e,0x2796317b0ff8538f253012862c06787adfb8ceb6,2022-04-29 00:00:00.000 UTC,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,Frax,6.422430686076546e+21,ethereum,FRAX,18.0,6422.430686076545
296,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-02-23 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,Frax,5.4321e+21,ethereum,FRAX,18.0,5432.099999999999
297,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2022-07-04 00:00:00.000 UTC,0x2d2c027e0d1a899a1965910dd272bcae1cd03c22,Frax,2.25e+22,ethereum,FRAX,18.0,22499.999999999996
298,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-19 00:00:00.000 UTC,0xb3dad3c24a861b84fdf380b212662620627d4e15,Frax,2.636534148742436e+22,ethereum,FRAX,18.0,26365.341487424357
299,from,0x853d955acef822db058eb8505911ed77f175b99e,0x67f60b0891ebd842ebe55e4ccca1098d7aac1a55,2021-12-17 00:00:00.000 UTC,0x0af91fa049a7e1894f480bfe5bba20142c6c29a9,Frax,3e+22,ethereum,FRAX,18.0,29999.999999999996
